最新价,回撤,RSI,MA20,MA50,MA200,MACD,MACD信号,支撑11200,技术性熊市,信号列表
12179.2626953125,-16.778298984388915,47.87048332977937,11969.362548828125,12733.15521484375,12733.15521484375,-370.9282068207249,-372.1645359343351,True,False,✅ SOX 站上11200；🔻 20/50死叉
