VIX,美元指数,标普500,纳斯达克100,黄金,WTI原油,10年期美债收益率,美国国债规模,芝加哥联储杠杆指数,2年期实际利率（近似）,FINRA保证金债务,FINRA数据点,FINRA杠杆区间
15.149999618530273,99.9540023803711,7709.9599609375,29373.330078125,4333.5,78.37999725341797,4.670000076293945,未配置FRED Key,未配置FRED Key,未配置FRED Key,1502亿美元（Jun-26，FINRA官网直抓）,1,数据不足13个月，无法计算YoY
